"46 Hollingbourne Road"
"4 West Field Road"
Applins
"4 Chapel Mead"
"Rose Copttage"
"5 Lydwell Road"
"5 Woodlea Gate"
"36 Long Street"
Mulberry
"Oxenards Farm"
Chapel
"Glendower House"
"Hillside Farm"
"7 Cypress Road"
97
"33 Plymouth Grove"
"Church Lodge"
"63 New Farthingdale"
"3 Mount Pleasant Court"
"WN Shrive and Son"
"Lower Jurston Farm"
"7 Westland Way"
"12 Western Avenue"
Morfa
"The Old Stables"
"20 Oxleas Close"
"14 FORDWATER ROAD"
"Bridgefield House"
"Flat 12 Gibbs Yard"
"15 Valency Close"
"233 Woolaston Ave"
"12 London Road"
"50 Groundwell Road"
"Pheasant Lodge"
"Rose Cottage"
BBFC
"10 Elnor Lane"
"19 Highlea Close"
"The New Coachouse"
"3 Westbury Court Road"
"Keynor House"
"55 Warnham Court Road"
"78 Gill Avenue"
"16 Lawrence Avenue"
"Rosebrae Corrie Rd"
"43 Manor Way"
"22 New Church Road"
"16 Brunel Way"
"14watmore Lane"
"The Garden House"
"3 Kingston Ave"
"43 Norfolk Ave"
Sutherlands
"22 Wansbury Way"
"2 Carrhouse Lane"
"11 Crescent Road"
"161 Canterbury Road"
"215 Stechford Road"
Merlebank
"3 Stockley Cottages"
"LIME TREE COTTAGE"
"31 Melbourne Road"
"SSP, 2500 the Crescent"
"182 Seabrook Road"
"196 Queens Road"
"74 Cromwell Rd"
"Tor View"
"Manor Farm"
"40 Chalk Hill"
"306 Langley Road"
"The Old Post Office"
"Graig Fawr"
"100 Valley Road"
Homefield
"19 City Road"
"4 Greenbank Cottages"
Blackheath
"The Home Stall, Pool Farm"
"24 Arnot Hill Road"
"109 Gretna Road"
"37 Cedar Road"
"97A Stapleton Hall Road"
"21D Rectory Road"
"16reservoir Street"
"46 New Road"
"West Ower"
131
"18 BALLYCASTLE ROAD"
"27 Sea Cliff"
"109 Glebe Crescent"
"13 Marsden Rd"
"Druids Lodge"
Briarwood
Rosehaven
Moondance
"Flat 3 Lee Court"
"1 Wasley Close"
"45 High Ridge Road"
"119 Grammar School Road"
"Keepers Cottage"
"10 Lavender Gate"
"96 Seal Road"
"4 Strathearn Avenue"
"11 Lyndhurst Avenue"
"43 Moor Lane"
"80 Church Drive"
"Cadassist Limited"
"85 Pasture Crescent"
Cathlowena
"16 Rugby Road"
"1 Waite Meads Close"
"7, Derby Knowle"
"3 Folgate Close"
"The Cottage"
"59 Bran"
"35 Kingfisher Drive"
"5, Thoroughgood Close"
"42 Bettescombe Road"
"35 Church Street,"
"Dairy Cottage"
"19 Juniper Avenue"
"Cherry Ch130,"
"5 Roe's Close"
Culvers
"78 Main Street"
"5 Coronation Avenue"
"17 Polstain Villas"
"14 Dairymoor"
"6 Lon Lelog"
"115 Sterte Rd."
"70 Town Street"
"136 Stapleton Hall Road "
"20 Benyon Court"
"24 James Street"
"Leyswood End"
"12 Cowper Road"
"77 Ventnor Drive"
"52 Wintringham Way"
"8 Crown Point Villas Kirby Rd"
"22 Canberra Road"
"99 Oulton Road"
"1 Laburnum  Road"
"26 Keftell Parc"
"18 Winstanley Road"
"3 Newcourt Park"
"41-43 Harwood Road"
255
Doverhay
"5 Somerset Road"
"2a Cowper Road"
"9 Maxim Road"
Stratton
"70 Hollings Street"
"Woodbury Park Golf Club"
"43 Church Lane"
"61 Taylor Road"
57
Woodlea
"1 Briarscroft Cottages"
"311 High Street"
"Longspring Wood"
"34 St Pauls on the Green"
"1 Rhoda Villas"
"15 Harbin House"
"Creswick Primary and Nursery School"
"42 Heron Close"
"13g Peabody Square,
Greenman St, Islington,"
"Furst Liechtensteinstrasse 13"
"Flat 7, 60a Thrale Road"
Edenhall
"Farm Corner"
"36 the Close"
"33 Cruckburn Wynd"
"22 Hartfield Avenue"
"51 Aberdale Road"
"The Lodge"
"Ellesmere Port Office"
"12 Standen Mews"
Bond-a-Frame
"Unit 2 E"
"40 Ellar Gardens"
"Dove Cottage"
"Flat 4"
Applegarth
"Bratton Fleming Cp School"
9
"14 Goyt Road"
"9 Burwash"
"266 Rectory Road"
"8b Doughty Street"
"6 the Granthams"
"Garden Cottage"
"Manor Barn"
"37 Trunk Furlong"
"Pearl House"
"Whitehill Industrial Estate"
"Bumble Bee Cottage, 3 Church St"
"The Bower House"
"75 Thorne Lane"
"188 the Common"
"Yew Tree Cottage"
"Stonehouse Farm"
"77 Gordon Road"
"Vines Gate"
"288 Pine Gardens"
"146 Monks Road"
"90 Chaldon Way"
"Holbeache Lodge"
"Crofts Feed Store"
"Manor Farm Barn"
"26 Farndale Road"
"54 Hill Rise"
"15, Foster Road,"
"La HerpiniÃƒÂ¨Re"
"10 Forton Road"
"70 Elm Rd"
"19 Salisbury Road"
"4 Heol Y Mynydd Welsh St Donats"
"Windermere House"
"Crispin and Borst"
Langham
"4 Broadwood Cottages"
"Figtree Cottage"
"8 Elgin Gardens"
"17 Crowsfurlong,"
"John Hampden's Cottage"
"1, Ridgeway"
"56 Whiteway"
"81 Clapham Common West Side"
"27 Neuaddwen Street"
"12 Winscombe Way"
"45 Sandy Lane"
"17 Rackstraw Grove"
"18 the Valley"
"61 Fairfield Road"
"25 High View Close"
"47 Warwick Road"
"The Old Rectory"
"31 Falstaff Court"
"3 Council Cottages"
"54 Drumreagh Road"
"87 Litchfield Road"
"5 Hurrells Row"
"3 Astley Orchard"
"19 Stephenson Road"
"356 Foxhill Road"
Lenwood
"14/16 Shaws Road"
"Elishas Cottage"
"11 Meadow Way"
"November House"
"95 Underlane"
"Menipaws Hall"
"217 Peppard Road"
"Gro-Well Feeds Limited"
"4 Thornyshades"
"31/6 EASTER DRYLAW PLACE"
"1 Rubens Close"
"10 Daiches Braes"
"210 Thistle Grove"
"290 West Barnes Lane"
"22 the Plaisaunce"
Bywood
"13 Townsend Lane"
Acreholt
"28 Ettrick Close"
"38 Stirrup Close"
"St Aubyn"
"44 Howard Road"
"44 Shaftesbury Avenue"
"27 Clarendon Road"
"Pippa Heath"
"17 White Hill"
"The White House"
Sunnydene
"Acorn House"
"Hillside Farm, 127 Moor End Road"
"5A Kennersdene"
"16 Weydon Lane"
"8 Bridge Road"
"6 Hawthorne Road"
"The Coach House"
"59 Dunlin Brae"
"21b Stuart Road"
"116 Bridgetown Road"
"29 Silver Street"
"30 Hallam Grange Rise"
"21 Pollard Road"
"Brae Cottage"
"West Green"
"26 Yeats Close"
"26 Woodhurst Drive"
"89 Ightenhill Park Lane"
"Links Am Bach"
"East Mains of Whitewell"
Brunswick
"Laddingford Primary School"
"2 Worsley Crescent"
"40 CROMPTONS LANE"
"Embsay Cottage"
"24 Adelaide Drive"
Willowmore
"10 Longmore Gardens"
Fieldplace
"Marjolaine, "
"56 Palace Road"
"9 Lonsdale Avenue"
"17 Thornfield Court"
"Ringstones Farm"
"31 Bridle Road"
"South House, the Old Rectory"
"30 Foster Lane"
"28 Flaxland Avenue"
"83 Gibbon Road"
Glashaus
"85 Low Road"
"108 Doddsfield Road"
"25 Clovelly Drive, Penwortham"
"78a Clarendon Road"
57
"8 Bush Rd"
"Bow House"
Haddo
"Look Local Publications Ltd"
"21 Ardmillan Gardens"
"Honeysuckle Cottage"
"97 Derby Road"
"140 City Road"
"66 Uxbridge Road"
"224 Ways Green"
"7 Berkley Avenue"
"The Old Masonry"
"32 Wellfield Close"
"2 Savoy Grove"
"12 Western Avenue"
"20/22 High Street"
"3 Belvoir Road"
"84 Kew Green"
"38 Harnwood Road"
"2 Oliver St John Place"
"Peapod Cottage"
"529 the Ridge"
"6 Cragside View"
"2 Highfield"
"15, Parc Y Delyn"
"11 Higher Drive"
"81 Priory Avenue"
"33 Warren Road"
"5 Wood End"
"5 Stablegate Way"
"Flat 12, Phoenix House"
"Burrhill House"
"14 ELM ROAD"
"17 Crag View Road"
Nantyrhogfaen
Trussell
"Barbican Centre for Arts and Conferences"
"11 Wattledonald"
"73 Wyley Road"
"7 the Finches"
"37 Park Avenue"
"38 Thorpe Way"
"20 Granary"
"7 Maple Road"
"1 Centre Cottages"
"9 Gold Street"
"6 Cornflower Way"
"38 Queen Street"
"6 St Anne's Close"
"5 Shortfield Way"
"82 WOODSIDE"
"JLS and Co"
"6 Cutsburn Brae"
"1 Pownall Place"
19
"117 Francis Way"
"19 Turlands Close"
"32, CLarelawn Avenue"
"Prince of Wales Primary School"
"30 Glenferness Avenue"
HVB
"111 Clipstone Road East"
"47 South Gipsy Rd"
"27 Glebe Road"
"17 Blakeston Road"
"1 Elenors Grove"
"12 Cornwall Avenue"
"72 Sutton Spring Wood"
"21 Nightingale Close"
1
"North Barham House"
"Goleigh Cottage"
"42 St Faiths Road"
Semmering
"55 the Chase"
"9 Henson Avenue"
"137 Columbine Road"
"6 Parkside"
"5 Avenue Road"
"25 Burghley Rise"
"133 Caulfield Road"
"4 Boyce Close"
"80 Church Drive"
"6, Haresmoor Drive"
"35 Church View"
"1 Leasey Dell Drive"
"45 Mill Race"
"48 Sycamore Close"
"4 Suffolk Close"
Tweedsmuir
"166 Glenfall"
Hillyclose
"42 Stephen Road"
"Crossleaze Farm"
"The Old Rectory"
"20st Pauls Gardens"
"3 Franks Cottages"
"2 Craigends Road"
"23 Briar Meads "
"6 Cuninghame Drive"
"7 Orchard Drive"
"60 Kenn Road"
"21 Hafod Road"
"16 Broadway"
"The Well House"
"The Barn"
"Gorsecroft Villa"
"1 White House Road"
"99 Main Street"
"36 Watson Avenue"
"7 Mayfield Grove"
"14 Noel Coward Close"
"22 Dallam Avenue"
Marren
"51 Drancy Ave"
"210 Southbourne Grove"
"16 Penyghent Avenue"
"344, Cromwell Lane,"
"Heather Bank"
"24 Churchway Piece"
Woodville
Treeway
Dunvegan
"14 Grosvenor Avenue"
"19 Hale Avenue"
"Peak House,"
Lyndhurst
Naafi
Barleywood
Innisfail
"The Coach House"
"39 Andrew Dodds Avenue"
"5 Swallow Road"
"32c, Kenilworth Road"
"21 Oldhill Close"
"15 Kelly Street"
"Cleanaway Ltd"
"45 St Helena Way"
"69 Chevening Road"
"57 Baldwin Avenue"
"4 Clos Y Fulfran"
"32 Walter Road"
"39 Beaumont Cottages Kelsale"
"Pond Oast"
"Franche Cp School"
Maesgwyn
"11 Hitherfield Road"
"17 Meadfield"
"53a Doolittle Village"
"8 Huntingfield Road"
"11 GERMANDER COURT"
"Lavender House"
"14 Rickerscote Avenue"
"5 Crescent Row"
"83 Leicester Road"
"Rose Cottage, Park Road, Swarland"
Walcot
"Ampleforth College"
"41 the Spinnings"
"Two Hatchlands"
"14 Shepherd Street"
"1, Coleridge Court"
"4 Hazelwood Court"
"Haberdashers' Aske's Knights Academy"
"Dutch Cottage"
"21 Buxton Drive"
Sunnybank
"42 HADDON RD"
"Queens Cottage"
"NEVILL ROAD INFANT SCHOOL"
"University House"
"56 Windermere Close"
"394 Leigh Rd"
"59 East Road"
"67 Bridgwater Close"
10
"284 Pickering Road"
"24 East Claremont Street"
"4 Church Street"
"66 Flansham Park"
Willowbrook
"18 the Square"
"B Mundel Ltd"
Brokenborough
"12 Griffin Field"
"19 Queen Alexandra Road"
Rivendell
"2 Frogshall"
"90 Humphries Drive"
"Cml Equine Services"
"20 St Leonards Rise"
Montcalm
"Burn Hurst"
"76 Pomeroy Street"
"1 Penshurst Close"
"7 Popes Grove
Strawberry Hill"
47
"194 Redland Road"
"55 Jarvis Rd"
"28 Spencer Court"
"9 Tansley Close"
"Toycentre Ltd"
"The Moda House"
Springfield
"23 Shepperton Close"
"103 Worston Road"
"Bramble Cottage"
"Wing of the Hill"
"Brookfields Garden Centre"
"The Granary"
"8 Harvest Bank"
"Woodcote Hereford Lane"
"2 Coronation Cottages"
"15 Linkswood Road"
"40 Linden Grove"
"67 Howard Road"
"22 Well Lane"
"43 Primrose Glen"
"10 Regents Square"
"59 Lon Glanyrafon"
"4 Cumberland Rd"
"Addcroft Farm"
"Primrose Cottage, Benns Lane"
"7 Askew Road"
"19 Church Lane"
"Briar Cottage"
"55 Shelley Crescent"
"105 High Street"
"179 Trent Boulevard"
"7 Hillberry Close"
"85 HOLME ROAD"
"4 Reliant Close"
'Kilrymont'
"Beardwood Lodge"
"34 Leslie Street"
"32 Josephs Road"
"9 Kings Drive"
"35 Looe Road"
"15 Beech Avenue"
"134 High Lane West"
"17 Hungerfield Close"
"Park View Residential Home"
Fairview
"5 Milton Road"
"The Doctor's House"
"The Coppice"
"9 Carig Crescent"
"95 Bredon Road"
"Michland Cottage"
"8 Forestside Road"
"114 RYEWORTH ROAD"
"311a Old Birmingham Rd"
"8 Don Drive"
"2a Church Road"
"44 Cavandale Avenue"
"43 Dundonald Park"
"Towan Farm"
"7 Vermeer Close"
"2 Beaumont Avenue"
"Rose Cottage"
"56 Mere Road"
"75 Melton Road"
"8 Whitegate Close"
"8 Station Road"
"21 Carrallack Mews"
"Highfield House"
"15 Basford Bridge Lane"
"80 Campbell Crescent"
"19 Hartley Square"
"Copmere Barn"
"205 Tamworth Road"
"Bear House"
"67 Blaenua Rd"
"Health Protection Agency"
"42 BETTESCOMBE ROAD, RAINHAM"
"250 Whitehill Road"
"27, Bowness Avenue"
"11 Saddlers Mews"
"14 Hallewell Road"
"21 Ryecroft"
"21 Vermeer Crescent"
"1 Standing Stone Cottage"
"13 Friars Way"
"5 East Nether Blelock"
"2 Runner Cottage"
"8 Green Lane"
"High Berry, Main Road"
"55, Old Dover Road"
"64 Gleggside"
"30 Lambridge Wood Road"
"The Old Post House"
"Stable Cottage"
"21 Melrose Gardens"
"6, Riley Park"
"Flat 1"
"107 Glyn Road"
"53 the Walk"
Wedgewood
Badgers
"East Carleton"
"25 WHATLEY CLOSE"
"41 Houghton Road"
"120 Chiltern Road"
"19 Dunnock Road"
"Ashers Farm"
"47 Springwood View Close"
"7, Silverton Drive"
"41 Don Bosco CLose"
"6 All Saints Terrace"
"24 Apsley Way"
Woodlands
8
"2 Wellhouse Way"
Intermedia
"The Coach House"
"Flat 5"
"10 Fearnlea Close,"
"Fairoak Barn, the Cot"
"18 Colsons Way"
"23 Crowsley Road"
Oakend
"4 Brangwyn Avenue"
38
"39 High Road North"
"11 the Woodwards"
"Field View"
"22 Cotton Mill Spinney"
"34 Hurricane Grove"
"8 Botley Road"
"133 Rue Voltaire "
"24 First Avenue"
"Westlands Cottage"
"213 Danbury Crescent"
"2 Gainsborough Close"
"2b St Johns Road"
"1a Summervale Road"
"3 Peters Wood Hill"
"253 Kent House Road"
"46 Wickham Road"
"69 Dinsdale Gardens"
"39 Jasmine Close"
"50 Suffield Road"
"23 Woodhouse Lane"
"Low Mill Cottage"
"29 Guphill Ave"
"1 Kings Bridge"
"70 Northdown Road"
"5 Westward Road"
"14 Hill View Road"
"21 Henry Street"
"Briar Cottage"
"Sea View"
"Hen Stabl"
"31 Warmley Ash Road"
"17 Kenilworth Road"
"7 Evergreen Close"
"41 Chelsworth Drive"
"Croft C of E Primary School"
"5 the Cheethams"
"108 Hinton Way"
"43 Tennyson Road"
"25 Irwin Drive"
"Hunwick Primary School"
"Parc Upton Farm"
"12 Palace Road"
"2 Woodstock Rise"
"42 King Street"
"Littlebucksteep Granary"
"West Cottage"
5
"2 Andover Plantation"
"12 Cowdray Park Road"
"69 Walter Road"
"58 Bower Road"
"Pleasant View"
"169 Queen Emma's Dyke"
1-3
"30 Ashlyns Road"
"Semmering Foxley Lane"
136
Braeside
"Freezes Farm"
"113 Brightwell Ave"
"Little Paddock, Heathfield Road"
"12 Castle Hill"
"Aston Manor School"
"Fox Hill House"
Meadowfield
"41 Grasmere Road"
"5 Parklands Close"
"161 Trentham St"
"Roxby Cottage"
"28 Malvern Street"
"39 Bilton Road"
"31 Harewood Close,"
"105 Lyndhurst Road"
"1Ambuscade Close"
"92 Eaton Crescent "
"42 Anmersh Grove"
Fairfield
"Holly Cottage"
"Old Oak Cottage"
"The Steading"
28B
"8 the Drift"
"3 Lucas Road"
"45 Nursery Gardens"
"28 Coopers Lane"
"61 Landseer Road"
"11 Brightling Road"
"The Old Cottage, Church Road"
2
"12 Shipman Avenue"
"11a, Station Road"
"31 St Georges Avenue"
"The  Post Office"
"27 Tiverton Drive"
"12,Rosslyn Avenue"
"20 Fairview Avenue"
"5 Woodbrook Road"
"144 Reading Road"
"38 Cooks Cottages"
"C/o Melissa and Paul"
"3 Learmans Way"
"2 Southfields School"
"23 the Banks, Hackleton, Northants"
"39 Broyle Road,"
"Jewell'S Farm"
"2 Angus Close"
"33 St Johns Drive"
"2,churchend"
"11 Lyndhurst Rd"
"223a Park Road"
"8 Jones Close"
"The Brake House"
"Chafford House, Spring Hill"
"20 Hadley Road"
"Inglewood, Smithy Lane"
"20 Munnings Drive"
"34 Chatham St"
"Woodland Cottage"
"Chestnut View"
"126 Ashby Road"
"5 Pendas Drive"
"Ings End Farm"
"79 High St"
"20 Edinburgh Road"
"79 Kent Road"
"63 Winifred Lane"
"South West Garage Doors"
"8 Willow Holt"
"6 Stacey Avenue"
"4 Amber Close, Bullbridge"
"1 Furrow Way"
"15a Tillingbourne Road"
"School House"
"8 Cautley Close"
"97 Derby Road"
"21 Grosvenor Road"
"35 Lindisfarne"
"Rose Cottage"
"Sheildaig Farm"
"31 Sandringham Close"
"15 Morton Road"
"24 Vickers Close"
"14 Niagara Avenue"
"Rise Cottage"
"35a Valentine Avenue"
"35 Burnside Road"
"33 Hillcrest Road"
"Reason Hill"
"1 Hoe Court Cottages"
"&quot;the Warren&quot; 200 Cleveland Way"
"Willow Hill Cottage"
"1 Church Hill"
"361 Chesterfield Rd"
"9 Seaford Avenue"
"32 Blakeney Road"
"1 Harcourt Green"
"18a Station Road"
"10 Brookvale Drive"
"205 Horseshoe Lane"
"53 Lower Road"
Fouracres
"Tairgwaith School"
Cheviots
"20 Longmoor Lane"
"3 the Fold"
"The Granary"
"28 Waverley Avenue"
"11 Huntsman Grove"
"12, Chieveley Drive"
"5 Chapel Garth "
"41 Haycroft"
"51 Dundee Road"
"88 Powys Lane"
"18b Fettes Road"
"RPS, 2420 the Quadrant"
"4 Ashbee House"
"5,phoenix Drive"
"25 Atherley Court"
"Bridgewater House"
"4 PLEASANT PLACE"
"25 Uplands Crescent"
"75 Ravenoak Drive"
Driftwood
"16, Crane Cottages"
"11 Oxley Close"
"17 Gwithian Close"
"5 Frobisher Drive"
"29 Parsonage Rd"
"38 Wootton Road"
"278 Utting Avenue"
"White Gables"
"43 Hilton Street"
"2 East Villas, Lower Lees Rd,"
"42 Hamilton Crescent"
"33 Shanklin Close"
"40 Masefield Crescent"
"Three Seton Mains"
"87 Southview Drive"
Treetops
"Hawthorn Stud"
"39 Wearside Rd"
"10 Churchgate"
"6 Sheppy Place"
"6 Upper Hitch"
"Kingmore Business Park, Marketing Suite"
"The Hole Farm"
"316 Longford Road"
"70 Wigmore Road"
"Pharmacy Department"
"2 Beaufort Street"
"15 Northmoor Road"
"Rose Acre"
"4 Astley Walk"
"Mill Court"
"Monsanto Uk Ltd"
"65 Somerset Gardens"
"15 Burnside Road"
"Flat 5c17"
"Oak House"
"82 Temple Road"
"11 Langdon Close"
Westview
Assers
"West Lodge"
"1 Calluna Drive"
"14 Boswell Close"
"Honeysuckle House"
"Scandic House"
"98 Hollin Lane"
Llanerch
"Royal Mail"
"The Lodge"
"26 WINTON AVE"
"42a Manor Road"
"31 Boston Avenue"
"Bell House"
"South Penmanshiel Farm"
"9 Lon Ceiriog"
"18 Greeway Gardens"
"111 the Mount"
"11 Sandylands Crescent"
"Manor Farm"
"75 Coleshill Road"
"84, the Crescent"
Woodstock
"76 North Road"
"Garden Games Ltd"
"Wensley Hall"
"Mishon Mackay"
"63 Butts Green Road"
"87 Ham Park Road"
"22 Park an Harvey"
"The Dell"
"Windy Ridge"
"43 Roundwood Road"
"35 Airedale Avenue"
"18 Coppice Side"
"106 Gifford Street"
"3 Altyre Way"
"12 Prospect Place"
"Willow Barn"
"4 Bennett Grove"
"7 Bala Road"
"52 Albert Street"
"10 Hawbeck Road"
"4 Sondes Place Drive"
"1 Edy Court"
"19 Eight Acre Lane"
"Gable Cottage, Childrey Path,"
"6 Coronation Close"
"83 Tollgate Road"
"Longspring Wood"
"29 Alvecote Cottages"
"Willow Hill Cottage"
"10 Oak Grove"
"19 Victoria Road"
"8 Brunstead Road"
"57 Manor Road South"
"21 Carlton Drive"
Townshend
"15 Tower Court"
"15 Cheyney Walk"
"Hampden Vet Hospital"
"34 Elm Tree Road"
"The Elms"
"13 Laxfield Drive"
"Gaveston Lodge"
"Ley Ground Farm"
"125 Washington Avenue"
"8 Duncans Drive"
"10 Stow Park Avenue"
"9 Vauxhall Road"
"Hen Cartref"
"4 Shenley Hill Road"
"46, the Avenue"
"15 Front St"
"7 Embleton Drive"
Brynffynnon
"365 High St West"
"18 Duttonfield Close"
"3 Shortheath Crest"
"5 Crowbridge Cottages"
"Roseney Mill"
"1 Chart Close"
"86b Wantage Road"
"Palmers Limited, Anchor Business Centre"
"24 Stirling Road"
"39 Long Lane"
"26 BASSETT WOOD DRIVE"
"Grange Farm"
"141 Woodside Road"
"89 Albert Embankment"
"272 Upland Road"
"234 Crimicar Lane,"
